RepoID,IssueID,Title_Description,AST,FixedByID,Name,CreatedDate
MixedRealityToolkit-UnityWebScrap,5945,"invalidoperationexception in mixedrealitytoolkitfiles when editor was reloading scripts  describe the bug specifically after i switched branches and unity was reloading i saw the following print out in the editor     to reproduce  ive seen this a few times so here are what i think the most likely repro steps are  1. switch branches while the project is open in unity (or maybe even just edit a script so unity reloads something) (it might be specific to a folder being created / removed) 2. re-focus the editor 3. allow it to reload assets 4. see exception in console   screenshots   [image](   your setup (please complete the following information)  - unity version [e.g. 2018.3.11f1]   2018.4.6f1   - mrtk version [e.g. v2.0]   mrtk_development  ","<bm>put|a|box|around|itvoidpredefinedtype|methoddeclaration|parameterlist|parameter|identifiernamegame|objectvoidpredefinedtype|methoddeclaration|parameterlist|parametertargetvoidpredefinedtype|methoddeclarationmethod_namegame|objectidentifiername|parametertargetgame|objectidentifiername|parameter|parameterlist|methoddeclaration|block|expressionstatement|simpleassignmentexpression|identifiername1targetgame|objectidentifiername|parameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratoremptygame|objectidentifiername|objectcreationexpression|equalsvalueclause|variabledeclaratoremptygame|objectidentifiername|parameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorbboxgame|objectidentifiername|parameter|parameterlist|methoddeclarationmethod_namegame|objectidentifiername|objectcreationexpression|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nametargetparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratoremptytargetparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorbboxtargetidentifiername1|simpleassignmentexpression|expressionstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorbboxtargetparameter|parameterlist|methoddeclaration|block|expressionstatement|simpleassignmentexpression|simplememberaccessexpression0|identifiername0bboxtargetidentifiername1|simpleassignmentexpression|simplememberaccessexpression0|identifiername0bboxtargetparameter|parameterlist|methoddeclaration|block|expressionstatement|simpleassignmentexpression|simplememberaccessexpression0|identifiername1targettargetidentifiername1|simpleassignmentexpression|simplememberaccessexpression0|identifiername1targettargetparameter|parameterlist|methoddeclarationmethod_nametargetidentifiername1|simpleassignmentexpression|expressionstatement|block|methoddeclarationmethod_nameemptyidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamebounding|boxemptyidentifiername0|simplememberaccessexpression|genericname1add|componentemptyvariabledeclarator|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorbboxemptyidentifiername0|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorbboxemptyvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namebounding|boxidentifiername|typeargumentlist|genericnameadd|componentbounding|boxidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorbboxadd|componentgenericname1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorbboxbboxvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|simpleassignmentexpression|simplememberaccessexpression0|identifiername1targetbboxidentifiername0|simplememberaccessexpression|identifiername1targetbboxvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namebboxidentifiername0|simplememberaccessexpression0|simpleassignmentexpression|expressionstatement|block|methoddeclarationmethod_nametargetidentifiername1|simplememberaccessexpression0|simpleassignmentexpression|expressionstatement|block|methoddeclarationmethod_nametargetidentifiername1|simpleassignmentexpression|expressionstatement|block|methoddeclaration|parameterlist|parametertargettargetparameter|parameterlist|methoddeclaration|block|expressionstatement|simpleassignmentexpression|identifiername1targetbboxidentifiername0|simplememberaccessexpression0|simpleassignmentexpression|expressionstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorbboxbboxvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|simpleassignmentexpression|simplememberaccessexpression0|identifiername0bboxi|can|do|thiscommenti|can|do|this<em> ",unknown,bug| stale,12/09/2019
MixedRealityToolkit-UnityWebScrap,595,"spatial understanding issue with videos/animations hello  we experienced big issues/difficulties as soon as we include the spatialunderstanding in our project (spatialmapping alone works just fine). to clarify the situation i explain briefly what we are trying to do  we have sceneloader-scene which loads different scenes. our spatialmapping/understanding is attached to a managerobject in the sceneloader scene ... we scan our room (during the sceneloader scene) finalize the scan via requestfinishscan() ... the scan finishs we attach the occlusion material everything is just fine. then we load another scene in this scene there are mecanim animations ... if we calculate the   rotations   of these   animations via euler   solver (rightclick the rotation parameter in the animation tab) the whole object   flickers   even after completing the animation. ok we found a solution to this behaviour in changing the solver to quaternion euler ... remember this all works fine   without   the spatialunderstanding module included. also the behaviour is visible in the editor + hololens. we can also not get rid of this behaviour if we just delete the spatialunderstanding prefab ... the problem still exists. only a restart of unity itself resets the state. there might be some weired stuff going on in the background with the .dll functions ... also we didnt even use any of our own functions for the spatialunderstanding yet. this happens with the basic module. so lets move away from the animation problem which we eventually fixed (more like avoided the problem). the next big issue is using spatial understanding with movie textures ... same procedure with sceneloader etc. ... this time we include movie textures in scene 1. the quality of the textures were set to 0.5 they are like 100 mb in total ... this time around in the editor all works fine and without any issues. as soon as we deploy it to our hololens and load scene 1 the app crashes ... ok maybe a performance issue we thought --- lower quality to 0.3. look at that the movie plays but we got no sound .... --- we remove spatialunderstanding --- everything works fine   i hope i could clarify our situation ... its very frustrating because we invested much time into spatialunderstanding functions and just wanted to use them -.-. also even in case i repeat myself this all happens only with the spatialunderstanding module ... spatialmapping works fine ",NULL,unknown,hololens| question,30/03/2017
MixedRealityToolkit-UnityWebScrap,5950,"preliminary 2.2.0 iteration plan [note this plan is preliminary and subject to change. please add your feedback to this issue.]  2.2.0 iteration plan  release 2019/11  themes -   stability   - maintain and improve stability and quality -   developer education   - expand and improve developer resources including documentation and example scenes -   mobile ar   - add formal support for mobile ar by embracing unitys ar foundation -   build tools   - bug fixes nuget restore etc -   ux improvements  ",NULL,davidkline-ms,1 - planning,13/09/2019
MixedRealityToolkit-UnityWebScrap,5953,"sdk/experimental folder structure is confusing  overview when you import the mrtk 2.0 foundation package several non-experimental systems are actually under the experimental folder they should not be under the experimental folder.  all of the systems in the below image should not be under the experimental folder  [image](    steps to reproduce download and import the foundation package from the [mrtk release page](  import the package. i was using unity 2019.2.5f1.   expected behavior there are no folders under mrtk.sdk/experimental   actual behavior there are several folders under mrtk.sdk/experimental   unity editor version unity 2019.2.5f1. ",NULL,davidkline-ms,current iteration| release blocker| urgency-soon,14/09/2019
MixedRealityToolkit-UnityWebScrap,5957,"far manipulation rotate about object center does not rotate about x y axes  overview somehwere in 2.0 release we lost the ability to rotate objects about their center  when manipulating at a distance. it was very handy to have this so you could place objects far away but then rotate them just by rotating your hand. i can rotate about the z axis but not so much about the x and y axes.  i believe this is because we are using the pointer rotation instead of the pointer controllers grip pose rotation. here is the code to get grip pose          private bool trygetgriprotation(imixedrealitypointer pointer out quaternion rotation)         {              for (int i = 0; i < pointer.controller.interactions.length; i++)             {                 if(pointer.controller.interactions[i].inputtype == deviceinputtype.spatialgrip)                 {                     rotation = pointer.controller.interactions[i].rotationdata;                     return true;                 }             }             rotation = quaternion.identity;             return false;         }   expected behavior i expect when i rotate my palm for the object to rotate about the object center. this is handy for rotating things at a distance.   [rotateobjectcenter](    actual behavior the object only rotates about the z axis not the x/y axis   [rotateobjectcenter_actual](   steps to reproduce in manipulationhandler set the one hand rotation mode far to rotateabout object center and then manipulation object with the articulated hands.   unity editor version 2018.4.6f1   mixed reality toolkit release version 2.0   notes i used the following code to work around this -- just needed to apply the grip pose rotation  ",NULL,menelvagormilsom,bug| current iteration,16/09/2019
MixedRealityToolkit-UnityWebScrap,5958,"interactable does not proctect dimensions property  describe the bug  the interactable dimensions property is just a public get/set value.  1) it is not obvious in code the relationship between dimensions and selectionmode 2) dimensions can be set to anything by the user (even negative numbers) 3) the actual dimensionindex does not seem to be updated when dimensions changes (i.e setter needs to enforce dimensionindex)  as an aside interactable.caninteract() could also be cleaned up by using selectionmode terms instead of dimension -1 blah blah blah.   to reproduce  look at interactable.cs   expected behavior  a clear and concise description of what you expected to happen.   screenshots  if applicable add screenshots to help explain your problem.   your setup (please complete the following information)  - unity version [e.g. 2018.3.11f1] - mrtk version mrtk_dev   target platform (please complete the following information)  - hololens - hololens 2 - wmr immersive - openvr   additional context  add any other context about the problem here. ",NULL,troy-ferrell,4 - in review| bug| ux controls - interactable,16/09/2019
MixedRealityToolkit-UnityWebScrap,5962,"fingertip light missing for near interactions  describe the bug regression objects with materials that use near fade with use light option dont show proper behavior.    to reproduce - open handinteractionexamples scene - move hand closer to the coffee cup with a bounding box.   expected behavior white wire shows up based on the proximity.   current behavior the wire is not displayed. it only shows up with far hand ray.  [2019-09-16 17_23_23-unity 2018 4 6f1 personal - handinteractionexamples unity - mrtk-public-microsof](   [2019-09-16 17_24_05-unity 2018 4 6f1 personal - handinteractionexamples unity - mrtk-public-microsof](   branch mrtk_development    ",NULL,julenka,bug| current iteration| release blocker| urgency-soon,17/09/2019
MixedRealityToolkit-UnityWebScrap,5963,"pressable button pulse effect unexpected behavior  describe the bug regression sometimes pressablebuttonhololens2 prefabs show static pulse effect without animation. this could be related to 5962    to reproduce handinteractionexample scene interact with hololens2 buttons   screenshots  [mrtk_shaderpulse2](   [mrtk_shaderpulse](   [2019-09-16 18_20_48-unity 2018 4 6f1 personal - handinteractionexamples unity - mrtk-public-microsof](  ",NULL,cameron-micka,bug| current iteration| release blocker,17/09/2019
MixedRealityToolkit-UnityWebScrap,5966,camera sticks on floor after teleportation? float height = targetposition.y; targetposition -= cameracache.main.transform.position - mixedrealityplayspace.position; targetposition.y = height;  mixedrealityplayspace.position = targetposition;  source code copied from mixedrealityteleportsystem.cs seems there is nowhere to adjust height after teleportation?,NULL,unknown,bug| stale,17/09/2019
MixedRealityToolkit-UnityWebScrap,5968,duplicated service displayed under mixedrealitytoolkit hierarchy (service inspector)  describe the bug a scene with use service inspectors checked sometimes show duplicated mrtk service. <img width=400 alt=2019-09-17 12_05_19-unity 2018 4 7f1 personal - mrtkexampleshub unity - mrtk-public-microsoft - univ src=   to reproduce in mrtk profile  editor  check use service inspectors save the scene and close unity editor. open unity editor load the scene.   branch mrtk_development,NULL,wiwei,bug,17/09/2019
MixedRealityToolkit-UnityWebScrap,5970,"update perf documentation and optimize window to be clearer about 16-bit depth format  describe the bug  using 16-bit depth buffer format in unity doesnt create an 8-bit stencil buffer. any stencil operations a developer might have in unity then wont work. one option is to use the rectmask2d which does not require a stencil buffer but this only works in 2d space/coplanar.   update documentation and tooling to elaborate on when to use 16-bit vs 24-bit depth buffer formats more clearly  related 5969 and 5784    to reproduce  steps to reproduce the behavior  1. go to ... 2. click on .... 3. scroll down to .... 4. see error   expected behavior  a clear and concise description of what you expected to happen.   screenshots  if applicable add screenshots to help explain your problem.   your setup (please complete the following information)  - unity version [e.g. 2018.3.11f1] - mrtk version [e.g. v2.0]   target platform (please complete the following information)  - hololens - hololens 2 - wmr immersive - openvr   additional context  add any other context about the problem here. ",NULL,troy-ferrell,4 - in review| bug| documentation,17/09/2019
MixedRealityToolkit-UnityWebScrap,6862,"line renderers poor performance on shell hand ray controllers  describe the bug  looking into pointers and performance found that the default controller pointer prefab has some areas that could be improved for performance  1) there are two mixedrealitylinerenderers attached in the prefab. one for no target and one for regular. but its odd that only one is always enabled and the other is sometimes disabled. they both execute though on the same linerenderer doing duplicated work. either only one mixedrealitylinerenderer should be enabled at a time or there should be only one renderer that has its properties altered based on the pressed state. we end up doing a lot of wasted cpu work here.  2) 6864   3) linestepcount is 16 for one line renderer and 32 for another. these should be decreased to improve performance if possible. its especially problematic since most of the time the hand rays are mostly straight lines with little bend. we only need the higher precision for when focus is locked and we bend the lasso which is why the one option is 32.    to reproduce  open up defaultcontrollerpointer prefab and notice all of the configuration.   expected behavior  simplified mechanism to control hand rays that leads better performance for developers out of box.   screenshots  if applicable add screenshots to help explain your problem.   your setup (please complete the following information)  - unity version 2018.4 lts - mrtk version mrtk_dev latest   target platform (please complete the following information)  - hololens - hololens 2 - wmr immersive - openvr   additional context  add any other context about the problem here. ",NULL,troy-ferrell,3 - working| bug| input system - pointer| performance,11/12/2019
MixedRealityToolkit-UnityWebScrap,6864,"mixedrealitylinerenderers and data providers perform more work than necessary  describe the bug  mixedrealitylinerender is updating the unity linerenderer every late update. the component should be redesigned to only update when necessary especially for properties that have changed.   to reproduce  look at class. many properties are even hardcoded every lateupdate which could be done in onenable   expected behavior  a clear and concise description of what you expected to happen.   screenshots  if applicable add screenshots to help explain your problem.   your setup (please complete the following information)  - unity version 2018.4 lts - mrtk version mrtk_dev   target platform (please complete the following information)  - hololens - hololens 2 - wmr immersive - openvr   additional context  add any other context about the problem here. ",NULL,railboy,3 - working| bug| performance| stale,11/12/2019
MixedRealityToolkit-UnityWebScrap,6867,mixed reality toolkit component doesnt display correctly rendering mrtk configuration unusable for the duration of the project.  describe the bug  when switching between configuration profiles theres a chance for the mrtk component to glitch out causing it to not be usable at all. restarting unity and/or removing and re-adding it to scene doesnt fix the issue.   to reproduce  im not exactly certain what causes it but i do know that if im messing with configuration settings long enough the bug will reproduce itself. what i was doing at the time  1. 2019.2.15f1 was toggling between default and hololens1 configuration profiles repeatedly (was in the middle of reporting a different bug where the hololens1 configuration is either missing default features or uses hololens2 defaults). 2. 2019.3.0f1 deleted a custom configuration profile from the customprofiles folder.   expected behavior  mrtk script component is still displayed as usual.   screenshots   [image](   your setup (please complete the following information)  - unity v2019.2.15f1 (also occurred on 2019.3.0f1) - mrtk v2.2.0   target platform (please complete the following information)  - hololens,NULL,unknown,bug| profile and inspectors,11/12/2019
MixedRealityToolkit-UnityWebScrap,687,how does surfacemappingsources eventhandlers work? hi   ive been reading [spatialmappingsource.cs]( i couldnt understand how this works.  but this didnt really tell me anything.  how does this event handler works? when are they called and what do they do? i assume that this is used by surfacemappingobserver as a subclass but i cant figure out how.,"<bm>add|surface|objectvoidpredefinedtype|methoddeclaration|parameterlist|parameter|identifiernamesurface|objectvoidpredefinedtype|methoddeclaration|parameterlist|parameterto|addvoidpredefinedtype|methoddeclarationmethod_namesurface|objectidentifiername|parameterto|addsurface|objectidentifiername|parameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorhandlerssurface|objectidentifiername|parameter|parameterlist|methoddeclaration|block|ifstatement|notequalsexpression|identifiernamehandlerssurface|objectidentifiername|parameter|parameterlist|methoddeclarationmethod_nameto|addparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorhandlersto|addparameter|parameterlist|methoddeclaration|block|ifstatement|notequalsexpression|identifiernamehandlersto|addidentifiername|argument0|argumentlist1|invocationexpression|argument1|argumentlist1|invocationexpression|identifiername0handlersto|addidentifiername|argument0|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername0data|event|argsto|addidentifiername|argument0|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername1createto|addparameter|parameterlist|methoddeclarationmethod_namesurface|addedidentifiername|equalsvalueclause|variabledeclaratorhandlerssurface|addedidentifiername|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namehandlersidentifiername0|invocationexpression|argumentlist1|argument1|invocationexpression|simplememberaccessexpression0|identifiername0data|event|argshandlersidentifiername0|invocationexpression|argumentlist1|argument1|invocationexpression|simplememberaccessexpression0|identifiername1createhandlersvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namehandlersidentifiername|notequalsexpression|ifstatement|block|methoddeclarationmethod_namehandlersidentifiername0|invocationexpression|expressionstatement|block|ifstatement|block|methoddeclarationmethod_namedata|event|argsidentifiername0|simplememberaccessexpression|identifiername1createhandlersidentifiername|notequalsexpression|ifstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorhandlershandlersvariabledeclarator|variabledeclaration|localdeclarationstatement|block|ifstatement|notequalsexpression|identifiernamehandlershandlersidentifiername0|invocationexpression|expressionstatement|block|ifstatement|notequalsexpression|identifiernamehandlershandlersidentifiername|notequalsexpression|ifstatement|block|expressionstatement|invocationexpression|identifiername0handlers<em> ",unknown,hololens| question,23/05/2017
MixedRealityToolkit-UnityWebScrap,6877,"deploy to hololens 2 via usb doesnt work  describe the bug  deploying to a hololens 2 using the deploy window via usb result in the error authentication failed  device not found | no response headers.  the issue seems to be that on hololens 2 the device portal does not feature non-ssl access anymore. accessing  return a 307 temporary redirect with location  in the header. the unity webrequest does not follow that redirect and the deployment fails.   to reproduce  steps to reproduce the behavior  1. build the mrtk or any project with the latest mrtk installed. using the mrtk build window. 2. connect a hololens 2 via usb. make sure the device portal is enabled. 3. go to the deploy window 4. enter device portal credentials. 5. click on install for the app package.   expected behavior  expected behavior app package is successfully deployed and installed on the hololens 2. actual behaviour deployment fails with error authentication failed  device not found | no response headers.   screenshots    your setup (please complete the following information)  - unity version 2019.1.14f1 - mrtk version v2.2.0   target platform (please complete the following information)  - hololens 2 os version 18362.1039   additional context  changing the code so  the deployment use ssl also for usb-connected hololens 2 devices results in an ssl error. (we do not install the self-signed certificates on our machines due to the amount of hololens units and development machines. its not feasible for us to install every device certificate on every development machine. especially as you have to redo that every time you flash the device.)  one solution for that would be to implement a custom certificatehandler for the device portal requests that simply accepts all ssl certificates. however that may rise security concerns for some users. ",NULL,troy-ferrell,4 - in review| bug| build / tools| build window,12/12/2019
MixedRealityToolkit-UnityWebScrap,6878,spherepointer inspector does not allow choosing scenequerybuffersize the scenequerybuffersize property isnt exposed in the inspector because spherepointers custom inspector (shperepointerinspector.cs) doesnt expose it.,NULL,julenka,bug,12/12/2019
MixedRealityToolkit-UnityWebScrap,688,htk will not build as xaml   this line forces build to d3d regardless of how the user has it set in build settings. this is very confusing when trying to enable the built-in hololens keyboard support as microsofts documentation claims it can be done by switching the build mode to xaml.  this is made all the more confusing as the unity editor menu option holotoolkit  configure  apply hololens project settings dialog calls out this editor setting suggesting it be set to d3d. however it appears this setting is ignored by the htk build window.  the line above should be changed to pull the users selection from build settings.  (there is also a bug where the xaml project wont build into an appx but i think that is a unity bug and is worked around by fixing the xaml project templates naming collision between unityengine.blahblah.window and windows.ui.xaml.window. the unity team will ultimately need to fix that.).,NULL,unknown,unknown,24/05/2017
MixedRealityToolkit-UnityWebScrap,6881,"extend spatial awareness documentation to include code examples  describe the issue users cant find out easily how to disable/enable spatial awareness in code . were currently only describing how to use the feature in the unity editor.   it would be great if we can add some documentation for developers that want to modify / use the feature in code.    feature area spatial awareness - code documentation   existing doc link   ",NULL,unknown,4 - in review| documentation| spatial mapping / awareness,12/12/2019
MixedRealityToolkit-UnityWebScrap,6883,"documentation clarifications for upgrading the mrtk version  describe the issue 1. i had a hard time finding the docs about how to upgrade from one mrtk version to another.  i found this page  which seems like it should explain that but it doesnt.  i had to ask for help and found that the release notes have the info instead.  perhaps the updating doc could say to refer to the release notes for instructions?  the rest of these comments refer to the release notes   2. where it says delete mixedrealitytoolkit (the project may not have all listed folders) i think it means deleting directories under the assets folder.  that could be clearer.  3. there are also  .meta files inside the assets folder that its unclear whether to delete or not.  i deleted them (except for the .generated.meta one); it looks like things turned out ok.  the instructions should clarify what to do.  4. delete mixedrealitytoolkit and mixedrealityplayspace if present from the hierarchy - its scary to delete the main camera.  it was recreated when i re-added mrtk to the scene but does a main camera have properties i might have customized?  should that be moved/protected through this process? ",NULL,sloh-ms,4 - in review| documentation,12/12/2019
MixedRealityToolkit-UnityWebScrap,6886,"replace apicontractversion checks with ismethodpresent() to simplify and improve code clarity we should consider replacing api gates implemented via api contract version check with calls to ismethodpresent(). ",NULL,keveleigh| davidkline-ms,current iteration| feature request,12/12/2019
MixedRealityToolkit-UnityWebScrap,6890,"use custom overlap sphere test for sphere/poke pointers  describe the bug  both the sphere pointer and poke pointers perform an overlap sphere collision test every frame using unityengine.physics.overlapspherenonalloc  even though a layermask is provided to filter the physics operation both only care about colliders that have a corresponding nearinteractiongrabbable or nearinteractiontouchable variant on them. however we are searching all colliders (on a valid layer) in the scene and then from these results checking if they have the right component.   we could probably save on performance by doing the reverse. if we have all nearinteraction  game objects register themselves in some static cache then every frame we just do a bounds check between a sphere and that collider.     the two key facts to consider where this proposal might be more beneficial. 1. num of collidable objects = num of nearinteractiongrabble is always true. its more likely we have lots of collider objects in the scene 2. getcomponent is fairly expensive as well.   unityengine.physics.overlapspherenonalloc might be greatly optimized by the engine under the hood. in particular i am worried about how the collider.bounds is computed and the contains/intersect api performance  we could also add a simple distance test first before doing bounds.intersect   to reproduce  look at  findclosesttouchableforlayermask tryupdatequerybufferforlayermask  also some data to support this in handsinteractionexample scene if i filter the scene view with the following queries i get the following number of gameobjects. so again principal 1 states above for benefits is important  tnearinteractiongrabbable = 19 tnearinteractiontouchable = 50 tcollider = 80   expected behavior  we should optimize as much as possible here because  1) this operation happens every frame 2) if both hands are up any savings are multiplied by 4 (two pointers each hand)   screenshots  if applicable add screenshots to help explain your problem.   your setup (please complete the following information)  - unity version [e.g. 2018.3.11f1] - mrtk version [e.g. v2.0]   target platform (please complete the following information)  - hololens - hololens 2 - wmr immersive - openvr   additional context  add any other context about the problem here. ","<bm>mainvoidpredefinedtype|methoddeclaration|parameterlist|parameter|arraytype|identifiernamestringvoidpredefinedtype|methoddeclaration|parameterlist|parameterargsvoidpredefinedtype|methoddeclarationmethod_namestringidentifiername|arraytype|parameterargsstringidentifiername|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsparameter|parameterlist|methoddeclarationmethod_namethen|do|normal|stuffcommentthen|do|normal|stuff<em> ",unknown,bug| input system| input system - pointer| performance| stale,12/12/2019
MixedRealityToolkit-UnityWebScrap,6896,"system keyboard does not show up in hololens 2 emulator  describe the bug  reference discussion in slack   they keyboard does not show up when using the system keyboard in mrtk    to reproduce  steps to reproduce the behavior  1. deploy mrtk handinteractionexample scene to hololens emulator 1. click on the display keyboard button   [image](  the system keyboard does not show up in the emulator though it does on hololens 2.   expected behavior system keyboard shows up.  ",NULL,unknown,bug| stale,13/12/2019
MixedRealityToolkit-UnityWebScrap,690,"nearfadeplane sample are there any examples how the nearfadeplane works? tried to get it working but not getting it to work ",NULL,unknown,question,24/05/2017
MixedRealityToolkit-UnityWebScrap,6900,"create extended basemixedrealityprofile class for input system data providers  describe the bug  inputsystem camerasystem and spatialawarenesssystem all accept data providers that they manage. configuring these data provider configurations is done via serializable struct classes such as mixedrealityinputdataproviderconfiguration which extends imixedrealityserviceconfiguration.  this interface supports holding a profile (via basemixedrealityprofile) that will configure the data provider defined. for camerasystem and spatial awareness we have extended classes (such as basecamerasettingsprofile) but not one for input system.   this bug is to track adding an extended class of  basemixedrealityprofile to utilize with input system data provider profiles.   to reproduce  look at     expected behavior  like camera system and spatial awareness systems there should be an extended base profile class for input system data providers.   screenshots  if applicable add screenshots to help explain your problem.   your setup (please complete the following information)  - unity version [e.g. 2018.3.11f1] - mrtk version [e.g. v2.0]   target platform (please complete the following information)  - hololens - hololens 2 - wmr immersive - openvr   additional context  add any other context about the problem here. ",NULL,unknown,bug| input system| profile and inspectors| stale,13/12/2019
